request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_156,8472.81,affordable_later,wait,none,2026-06-15,none,Wait until 2026-06-15 to pay ZAR 43076 in full. Paying before 2026-06-15 would breach the ZAR 26900.00 minimum balance requirement.
request_157,5497972.88,affordable_later,wait,none,2024-05-15,none,Wait until 2024-05-15 to pay IDR 23503000 in full. Paying before 2024-05-15 would breach the IDR 15714100.00 minimum balance requirement.
request_158,242600,affordable_with_plan,installments,2025-08-07:242600,2025-08-07,none,Payment option payment_option_450: 1 installments of INR 242600 starting 2025-08-07 totaling INR 242600. Maintains balance above minimum requirement INR 131400.00.
request_159,0,not_affordable,not_recommended,none,,none,Do not make this payment by desired completion date 2026-03-20. None of the available payment options keeps the ZAR 8700.00 minimum balance protected.
request_160,486.99,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,reduce_to:event_14735:28.5|reduce_to:event_14736:28.5|reduce_to:event_14737:28.5,Payment option payment_option_454: 3 installments of EUR 432.05 starting 2024-06-13 totaling EUR 1296.15. Maintains balance above minimum requirement EUR 1200.00.
request_161,7929441.45,affordable_later,wait,none,2026-01-15,none,Wait until 2026-01-15 to pay IDR 21204000 in full. Paying before 2026-01-15 would breach the IDR 23010400.00 minimum balance requirement.
request_162,2864998.87,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 83923000 request by desired completion date 2026-08-26. Although safe amount today is IDR 2864998.87, full payment cannot be safely completed without breaching the minimum balance requirement of IDR 24161100.00."
request_163,9181756.96,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-10-15,none,Payment option payment_option_462: 3 installments of IDR 6692053.33 starting 2024-09-10 totaling IDR 20076159.99. Maintains balance above minimum requirement IDR 26728700.00.
request_164,27018000,affordable_with_plan,installments,2025-02-04:27018000,2025-02-04,none,Payment option payment_option_466: 1 installments of IDR 27018000 starting 2025-02-04 totaling IDR 27018000. Maintains balance above minimum requirement IDR 29550500.00.
request_165,80600,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,Full payment of INR 80600 today on 2026-04-06. Maintains minimum balance requirement of INR 95000.00 (forecast safety margin is INR 84679.42).
request_166,2907.6,affordable_with_plan,installments,2024-12-03:2907.6,2024-12-03,none,Payment option payment_option_472: 1 installments of USD 2907.6 starting 2024-12-03 totaling USD 2907.6. Maintains balance above minimum requirement USD 1700.00.
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,Full payment of ZAR 43802 today on 2025-05-05. Maintains minimum balance requirement of ZAR 31200.00 (forecast safety margin is ZAR 58181.18).
request_168,662.79,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 49380 request by desired completion date 2026-03-16. Although safe amount today is INR 662.79, full payment cannot be safely completed without breaching the minimum balance requirement of INR 114400.00."
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,Full payment of ZAR 41976 today on 2024-03-04. Maintains minimum balance requirement of ZAR 18700.00 (forecast safety margin is ZAR 48732.92).
request_170,29877775.18,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-08-15,none,Payment option payment_option_483: 3 installments of IDR 12804480 starting 2025-08-06 totaling IDR 38413440. Maintains balance above minimum requirement IDR 24715800.00.
request_171,11.32,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1878.8 request by desired completion date 2026-09-10. Although safe amount today is EUR 11.32, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 500.00."
request_172,9203.6,affordable_with_plan,partial_payment,2024-06-05:9203.6|2024-06-15:996.4,2024-06-15,none,Partial payment plan: Pay safe amount ZAR 9203.6 today on 2024-06-05 and remaining ZAR 996.4 on 2024-06-15. Completes full requested ZAR 10200 by desired completion date 2024-07-15 while protecting ZAR 27200.00 minimum.
request_173,66894.77,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2025-12-15,none,Payment option payment_option_491: 3 installments of INR 39173.33 starting 2025-11-21 totaling INR 117519.99. Maintains balance above minimum requirement INR 79100.00.
request_174,1063.55,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1146.2 request by desired completion date 2026-06-07. Although safe amount today is EUR 1063.55, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 700.00."
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,Full payment of EUR 2346.3 today on 2024-09-06. Maintains minimum balance requirement of EUR 1700.00 (forecast safety margin is EUR 2699.86).
request_176,397.27,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1239.7 request by desired completion date 2025-02-27. Although safe amount today is EUR 397.27, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 600.00."
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,Full payment of USD 1017.6 today on 2026-01-05. Maintains minimum balance requirement of USD 1300.00 (forecast safety margin is USD 1253.06).
request_178,2938.1,affordable_with_plan,installments,2024-12-07:2938.1,2024-12-07,none,Payment option payment_option_507: 1 installments of EUR 2938.1 starting 2024-12-07 totaling EUR 2938.1. Maintains balance above minimum requirement EUR 1400.00.
request_179,8703104.35,affordable_later,wait,none,2025-07-15,none,Wait until 2025-07-15 to pay IDR 41648000 in full. Paying before 2025-07-15 would breach the IDR 41430800.00 minimum balance requirement.
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,Full payment of INR 66500 today on 2026-07-06. Maintains minimum balance requirement of INR 37300.00 (forecast safety margin is INR 79058.47).
request_181,324.78,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 5059.2 request by desired completion date 2024-04-07. Although safe amount today is USD 324.78, full payment cannot be safely completed without breaching the minimum balance requirement of USD 2000.00."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,Full payment of ZAR 65714 today on 2025-08-05. Maintains minimum balance requirement of ZAR 31100.00 (forecast safety margin is ZAR 80618.71).
request_183,23104168.36,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 26866000 request by desired completion date 2026-06-18. Although safe amount today is IDR 23104168.36, full payment cannot be safely completed without breaching the minimum balance requirement of IDR 11878300.00."
request_184,11205.4,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 251900 request by desired completion date 2024-07-30. Although safe amount today is INR 11205.4, full payment cannot be safely completed without breaching the minimum balance requirement of INR 110800.00."
request_185,387.08,affordable_later,wait,none,2025-12-15,none,Wait until 2025-12-15 to pay EUR 1257.3 in full. Paying before 2025-12-15 would breach the EUR 1300.00 minimum balance requirement.
request_186,0,not_affordable,not_recommended,none,,none,Do not make this payment by desired completion date 2026-03-15. None of the available payment options keeps the ZAR 22000.00 minimum balance protected.
request_187,38510.57,affordable_later,wait,none,2024-11-15,none,Wait until 2024-11-15 to pay INR 187500 in full. Paying before 2024-11-15 would breach the INR 128300.00 minimum balance requirement.
request_188,111.71,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2464 request by desired completion date 2025-03-04. Although safe amount today is EUR 111.71, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 900.00."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Full payment of EUR 488.4 today on 2026-07-04. Maintains minimum balance requirement of EUR 400.00 (forecast safety margin is EUR 607.00).
request_190,690.71,affordable_later,wait,none,2025-02-15,none,Wait until 2025-02-15 to pay EUR 2557.5 in full. Paying before 2025-02-15 would breach the EUR 1600.00 minimum balance requirement.
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Full payment of EUR 664.4 today on 2025-05-03. Maintains minimum balance requirement of EUR 500.00 (forecast safety margin is EUR 823.73).
request_192,220.45,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 2046 request by desired completion date 2026-05-11. Although safe amount today is USD 220.45, full payment cannot be safely completed without breaching the minimum balance requirement of USD 1000.00."
request_193,27.1,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-15,none,Payment option payment_option_549: 3 installments of EUR 420.23 starting 2024-03-21 totaling EUR 1260.69. Maintains balance above minimum requirement EUR 1000.00.
request_194,38637.89,affordable_later,wait,none,2025-10-15,none,Wait until 2025-10-15 to pay INR 132800 in full. Paying before 2025-10-15 would breach the INR 113600.00 minimum balance requirement.
request_195,631.1,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1170.4 request by desired completion date 2026-03-11. Although safe amount today is EUR 631.1, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 700.00."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Full payment of EUR 762.3 today on 2024-06-03. Maintains minimum balance requirement of EUR 500.00 (forecast safety margin is EUR 958.64).
request_197,50939000,affordable_with_plan,installments,2025-11-05:50939000,2025-11-05,none,Payment option payment_option_563: 1 installments of IDR 50939000 starting 2025-11-05 totaling IDR 50939000. Maintains balance above minimum requirement IDR 26245900.00.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Full payment of INR 185800 today on 2026-07-07. Maintains minimum balance requirement of INR 124300.00 (forecast safety margin is INR 227097.39).
request_199,23674000,affordable_with_plan,installments,2024-09-04:23674000,2024-09-04,none,Payment option payment_option_570: 1 installments of IDR 23674000 starting 2024-09-04 totaling IDR 23674000. Maintains balance above minimum requirement IDR 25359500.00.
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Full payment of IDR 21717000 today on 2025-02-06. Maintains minimum balance requirement of IDR 20114600.00 (forecast safety margin is IDR 27130324.62).
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Full payment of IDR 23997000 today on 2026-04-03. Maintains minimum balance requirement of IDR 17304500.00 (forecast safety margin is IDR 57588887.89).
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Full payment of INR 123900 today on 2024-12-05. Maintains minimum balance requirement of INR 147800.00 (forecast safety margin is INR 145301.07).
request_203,1442.1,affordable_with_plan,installments,2025-05-07:1442.1,2025-05-07,none,Payment option payment_option_584: 1 installments of EUR 1442.1 starting 2025-05-07 totaling EUR 1442.1. Maintains balance above minimum requirement EUR 1400.00.
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,Full payment of EUR 588.74 today on 2026-01-04. Maintains minimum balance requirement of EUR 1300.00 (forecast safety margin is EUR 773.35).
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Full payment of IDR 10621000 today on 2024-03-06. Maintains minimum balance requirement of IDR 13994300.00 (forecast safety margin is IDR 13617670.85).
request_206,1404.7,affordable_with_plan,installments,2025-08-03:1404.7,2025-08-03,none,Payment option payment_option_593: 1 installments of EUR 1404.7 starting 2025-08-03 totaling EUR 1404.7. Maintains balance above minimum requirement EUR 900.00.
request_207,5313.17,affordable_later,wait,none,2026-07-15,none,Wait until 2026-07-15 to pay ZAR 11830 in full. Paying before 2026-07-15 would breach the ZAR 13600.00 minimum balance requirement.
request_208,2953445.79,affordable_later,wait,none,2024-06-15,none,Wait until 2024-06-15 to pay IDR 4413000 in full. Paying before 2024-06-15 would breach the IDR 10470700.00 minimum balance requirement.
request_209,1845.44,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 56914 request by desired completion date 2025-11-25. Although safe amount today is ZAR 1845.44, full payment cannot be safely completed without breaching the minimum balance requirement of ZAR 18400.00."
request_210,825.21,affordable_with_plan,partial_payment,2026-04-06:825.21|2026-04-15:534.81,2026-04-15,none,Partial payment plan: Pay safe amount USD 825.21 today on 2026-04-06 and remaining USD 534.81 on 2026-04-15. Completes full requested USD 1360.02 by desired completion date 2026-06-23 while protecting USD 2000.00 minimum.
request_211,271.62,affordable_later,wait,none,2024-11-15,none,Wait until 2024-11-15 to pay EUR 1788.6 in full. Paying before 2024-11-15 would breach the EUR 1500.00 minimum balance requirement.
request_212,6475227.32,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 71934000 request by desired completion date 2025-02-28. Although safe amount today is IDR 6475227.32, full payment cannot be safely completed without breaching the minimum balance requirement of IDR 29579800.00."
request_213,3362.4,affordable_with_plan,installments,2026-01-07:3362.4,2026-01-07,none,Payment option payment_option_611: 1 installments of USD 3362.4 starting 2026-01-07 totaling USD 3362.4. Maintains balance above minimum requirement USD 2100.00.
request_214,69750,affordable_with_plan,installments,2024-12-04:69750,2024-12-04,none,Payment option payment_option_613: 1 installments of INR 69750 starting 2024-12-04 totaling INR 69750. Maintains balance above minimum requirement INR 174900.00.
request_215,29986,affordable_with_plan,installments,2025-05-06:29986,2025-05-06,none,Payment option payment_option_617: 1 installments of ZAR 29986 starting 2025-05-06 totaling ZAR 29986. Maintains balance above minimum requirement ZAR 15700.00.
request_216,613.57,affordable_later,wait,none,2026-09-15,none,Wait until 2026-09-15 to pay USD 3332.4 in full. Paying before 2026-09-15 would breach the USD 1800.00 minimum balance requirement.
request_217,19227.62,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,Payment option payment_option_622: 3 installments of ZAR 12889.07 starting 2024-03-19 totaling ZAR 38667.21. Maintains balance above minimum requirement ZAR 26800.00.
request_218,27553020.13,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,Payment option payment_option_625: 3 installments of IDR 21195893.33 starting 2025-08-07 totaling IDR 63587679.99. Maintains balance above minimum requirement IDR 34477200.00.
request_219,727.59,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,Payment option payment_option_628: 3 installments of EUR 580.01 starting 2026-04-07 totaling EUR 1740.03. Maintains balance above minimum requirement EUR 1100.00.
request_220,106.62,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 3118.5 request by desired completion date 2024-07-03. Although safe amount today is EUR 106.62, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 1100.00."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Full payment of INR 109800 today on 2025-11-03. Maintains minimum balance requirement of INR 81500.00 (forecast safety margin is INR 138098.30).
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Full payment of ZAR 34078 today on 2026-01-05. Maintains minimum balance requirement of ZAR 27300.00 (forecast safety margin is ZAR 88505.82).
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Full payment of EUR 898.7 today on 2024-09-07. Maintains minimum balance requirement of EUR 800.00 (forecast safety margin is EUR 1087.07).
request_224,10327000,affordable_with_plan,installments,2025-02-04:10327000,2025-02-04,none,Payment option payment_option_644: 1 installments of IDR 10327000 starting 2025-02-04 totaling IDR 10327000. Maintains balance above minimum requirement IDR 22187600.00.
request_225,10083382.29,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,Payment option payment_option_647: 3 installments of IDR 7647120 starting 2026-07-20 totaling IDR 22941360. Maintains balance above minimum requirement IDR 17670700.00.
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Full payment of INR 157000 today on 2024-12-03. Maintains minimum balance requirement of INR 209400.00 (forecast safety margin is INR 192325.03).
request_227,7131.82,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 259700 request by desired completion date 2025-06-20. Although safe amount today is INR 7131.82, full payment cannot be safely completed without breaching the minimum balance requirement of INR 62900.00."
request_228,0,not_affordable,not_recommended,none,,none,Do not make this payment by desired completion date 2026-04-30. None of the available payment options keeps the IDR 26191200.00 minimum balance protected.
request_229,458.07,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,Payment option payment_option_659: 3 installments of EUR 529.29 starting 2024-03-18 totaling EUR 1587.87. Maintains balance above minimum requirement EUR 1000.00.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Full payment of EUR 3537.6 today on 2025-08-06. Maintains minimum balance requirement of EUR 2000.00 (forecast safety margin is EUR 5506.62).
request_231,35157.86,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,Payment option payment_option_666: 3 installments of ZAR 12378.08 starting 2026-01-06 totaling ZAR 37134.24. Maintains balance above minimum requirement ZAR 24300.00.
request_232,928.6,affordable_later,wait,none,2024-07-15,none,Wait until 2024-07-15 to pay EUR 1970.1 in full. Paying before 2024-07-15 would breach the EUR 2400.00 minimum balance requirement.
request_233,4627076.19,affordable_with_plan,partial_payment,2025-11-07:4627076.19|2025-11-15:1613923.81,2025-11-15,none,Partial payment plan: Pay safe amount IDR 4627076.19 today on 2025-11-07 and remaining IDR 1613923.81 on 2025-11-15. Completes full requested IDR 6241000 by desired completion date 2025-12-17 while protecting IDR 10365700.00 minimum.
request_234,194.29,affordable_later,wait,none,2026-09-15,none,Wait until 2026-09-15 to pay EUR 1213.3 in full. Paying before 2026-09-15 would breach the EUR 700.00 minimum balance requirement.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Full payment of USD 967.2 today on 2024-09-06. Maintains minimum balance requirement of USD 700.00 (forecast safety margin is USD 1129.88).
request_236,6813975.05,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52383000 request by desired completion date 2025-02-23. Although safe amount today is IDR 6813975.05, full payment cannot be safely completed without breaching the minimum balance requirement of IDR 16768600.00."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Full payment of IDR 23826000 today on 2026-04-05. Maintains minimum balance requirement of IDR 22431500.00 (forecast safety margin is IDR 72788604.75).
request_238,663.6,affordable_with_plan,installments,2024-12-07:663.6,2024-12-07,none,Payment option payment_option_687: 1 installments of USD 663.6 starting 2024-12-07 totaling USD 663.6. Maintains balance above minimum requirement USD 700.00.
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Full payment of USD 642 today on 2025-05-04. Maintains minimum balance requirement of USD 600.00 (forecast safety margin is USD 757.41).
request_240,16884.4,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 101200 request by desired completion date 2026-03-20. Although safe amount today is INR 16884.4, full payment cannot be safely completed without breaching the minimum balance requirement of INR 52800.00."
request_241,21052000,affordable_with_plan,installments,2024-03-03:21052000,2024-03-03,none,Payment option payment_option_696: 1 installments of IDR 21052000 starting 2024-03-03 totaling IDR 21052000. Maintains balance above minimum requirement IDR 19252000.00.
request_242,78.98,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1966.8 request by desired completion date 2025-08-25. Although safe amount today is EUR 78.98, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 600.00."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Full payment of ZAR 17468 today on 2026-07-07. Maintains minimum balance requirement of ZAR 19900.00 (forecast safety margin is ZAR 21236.13).
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Full payment of ZAR 49918 today on 2024-06-04. Maintains minimum balance requirement of ZAR 45900.00 (forecast safety margin is ZAR 62392.53).
request_245,32404.69,affordable_later,wait,none,2025-12-15,none,Wait until 2025-12-15 to pay INR 128500 in full. Paying before 2025-12-15 would breach the INR 94600.00 minimum balance requirement.
request_246,64086,affordable_with_plan,installments,2026-04-03:64086,2026-04-03,none,Payment option payment_option_711: 1 installments of ZAR 64086 starting 2026-04-03 totaling ZAR 64086. Maintains balance above minimum requirement ZAR 39300.00.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Full payment of EUR 1059.3 today on 2024-09-05. Maintains minimum balance requirement of EUR 1300.00 (forecast safety margin is EUR 1226.06).
request_248,969.56,affordable_with_plan,partial_payment,2025-02-07:969.56|2025-04-15:996.04,2025-04-15,none,Partial payment plan: Pay safe amount USD 969.56 today on 2025-02-07 and remaining USD 996.04 on 2025-04-15. Completes full requested USD 1965.6 by desired completion date 2025-04-28 while protecting USD 1300.00 minimum.
request_249,14.37,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 643.2 request by desired completion date 2026-03-15. Although safe amount today is USD 14.37, full payment cannot be safely completed without breaching the minimum balance requirement of USD 600.00."
request_250,17762.28,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 124278 request by desired completion date 2025-01-18. Although safe amount today is ZAR 17762.28, full payment cannot be safely completed without breaching the minimum balance requirement of ZAR 35300.00."
request_251,914.5,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1513.6 request by desired completion date 2025-06-06. Although safe amount today is EUR 914.5, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 1300.00."
request_252,5200297.21,affordable_later,wait,none,2026-08-15,none,Wait until 2026-08-15 to pay IDR 28082000 in full. Paying before 2026-08-15 would breach the IDR 15152200.00 minimum balance requirement.
request_253,1408.78,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-04-15,none,Payment option payment_option_729: 3 installments of EUR 984.6 starting 2024-03-21 totaling EUR 2953.8. Maintains balance above minimum requirement EUR 2300.00.
request_254,824.45,affordable_later,wait,none,2025-09-15,none,Wait until 2025-09-15 to pay USD 3535.2 in full. Paying before 2025-09-15 would breach the USD 2500.00 minimum balance requirement.
request_255,0,not_affordable,not_recommended,none,,none,Do not make this payment by desired completion date 2026-06-15. None of the available payment options keeps the IDR 9813900.00 minimum balance protected.
request_256,165828.96,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-15,none,Payment option payment_option_737: 3 installments of INR 75816 starting 2024-06-10 totaling INR 227448. Maintains balance above minimum requirement INR 168600.00.
request_257,499.8,affordable_later,wait,none,2026-01-15,none,Wait until 2026-01-15 to pay USD 1352.4 in full. Paying before 2026-01-15 would breach the USD 1600.00 minimum balance requirement.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Full payment of USD 1113.6 today on 2026-01-07. Maintains minimum balance requirement of USD 500.00 (forecast safety margin is USD 1919.31).
request_259,259.09,affordable_later,wait,none,2024-11-15,none,Wait until 2024-11-15 to pay EUR 935 in full. Paying before 2024-11-15 would breach the EUR 600.00 minimum balance requirement.
request_260,7452379.41,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52079000 request by desired completion date 2025-04-18. Although safe amount today is IDR 7452379.41, full payment cannot be safely completed without breaching the minimum balance requirement of IDR 20727700.00."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Full payment of EUR 1830.4 today on 2026-07-03. Maintains minimum balance requirement of EUR 1500.00 (forecast safety margin is EUR 2265.87).
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Full payment of IDR 9236000 today on 2024-12-05. Maintains minimum balance requirement of IDR 31018500.00 (forecast safety margin is IDR 36128784.88).
request_263,7477.06,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 51546 request by desired completion date 2025-06-15. Although safe amount today is ZAR 7477.06, full payment cannot be safely completed without breaching the minimum balance requirement of ZAR 24100.00."
request_264,26863.74,affordable_later,wait,none,2026-05-15,none,Wait until 2026-05-15 to pay INR 111300 in full. Paying before 2026-05-15 would breach the INR 59500.00 minimum balance requirement.
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Full payment of INR 45970 today on 2024-03-06. Maintains minimum balance requirement of INR 189700.00 (forecast safety margin is INR 553961.62).
request_266,743.6,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 935 request by desired completion date 2025-10-03. Although safe amount today is EUR 743.6, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 900.00."
request_267,1151.32,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1925 request by desired completion date 2026-03-17. Although safe amount today is EUR 1151.32, full payment cannot be safely completed without breaching the minimum balance requirement of EUR 1500.00."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,Payment option payment_option_770: 3 installments of EUR 841.22 starting 2024-06-14 totaling EUR 2523.66. Maintains balance above minimum requirement EUR 1400.00.
request_269,13424.36,affordable_later,wait,none,2025-11-15,none,Wait until 2025-11-15 to pay ZAR 15490 in full. Paying before 2025-11-15 would breach the ZAR 23100.00 minimum balance requirement.
request_270,183.44,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3028.8 request by desired completion date 2026-08-30. Although safe amount today is USD 183.44, full payment cannot be safely completed without breaching the minimum balance requirement of USD 1400.00."
request_271,13528.55,affordable_later,wait,none,2024-11-15,none,Wait until 2024-11-15 to pay INR 91300 in full. Paying before 2024-11-15 would breach the INR 58200.00 minimum balance requirement.
request_272,6128654.63,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,Payment option payment_option_780: 3 installments of IDR 4709466.67 starting 2025-02-12 totaling IDR 14128400.01. Maintains balance above minimum requirement IDR 7508600.00.
request_273,9874048.33,affordable_with_plan,partial_payment,2026-04-07:9874048.33|2026-04-15:5986951.67,2026-04-15,none,Partial payment plan: Pay safe amount IDR 9874048.33 today on 2026-04-07 and remaining IDR 5986951.67 on 2026-04-15. Completes full requested IDR 15861000 by desired completion date 2026-06-15 while protecting IDR 18774600.00 minimum.
request_274,2448.31,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,Payment option payment_option_785: 3 installments of EUR 940.75 starting 2024-12-04 totaling EUR 2822.25. Maintains balance above minimum requirement EUR 1800.00.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Full payment of IDR 15884000 today on 2025-05-06. Maintains minimum balance requirement of IDR 12760100.00 (forecast safety margin is IDR 17885326.74).
